program,file,line_start,copybook,has_replacing,statement
SRSRS730,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRS730.cbl,80,SRSFSER2,NO,COPY SRSFSER2.
SRSRS730,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRS730.cbl,341,SMASHDIP,NO,COPY SMASHDIP.
SRSRSB10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSB10.cbl,38,SMASHTRC,NO,COPY SMASHTRC.
SRSRSB10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSB10.cbl,50,SRSWFANO,NO,COPY SRSWFANO.
SRSRSB10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSB10.cbl,52,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSRSB10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSB10.cbl,54,DFHAID,NO,COPY DFHAID.
SRSRSB10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSB10.cbl,60,SRSMSB,NO,COPY SRSMSB.
SRSRSB10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSB10.cbl,64,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSRSB10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSB10.cbl,65,SRSCOMS0,NO,COPY SRSCOMS0.
SRSRSC00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSC00.cbl,58,SMASHTRC,NO,COPY SMASHTRC.
SRSRSC00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSC00.cbl,61,SMASHDIW,NO,COPY SMASHDIW.
SRSRSC00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSC00.cbl,64,SRSWFANO,NO,COPY SRSWFANO.
SRSRSC00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSC00.cbl,66,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSRSC00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSC00.cbl,77,SRSTSRSC,NO,COPY SRSTSRSC.
SRSRSC00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSC00.cbl,79,SRSFSER1,NO,COPY SRSFSER1.
SRSRSC00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSC00.cbl,81,SRSFSER2,NO,COPY SRSFSER2.
SRSRSC00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSC00.cbl,87,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSRSC00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSC00.cbl,88,SRSCOMS0,NO,COPY SRSCOMS0.
SRSRSC00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSC00.cbl,383,SMASHDIP,NO,COPY SMASHDIP.
SRSRSC10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSC10.cbl,54,SMASHTRC,NO,COPY SMASHTRC.
SRSRSC10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSC10.cbl,57,SMASHDIW,NO,COPY SMASHDIW.
SRSRSC10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSC10.cbl,60,SRSWFANO,NO,COPY SRSWFANO.
SRSRSC10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSC10.cbl,62,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSRSC10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSC10.cbl,75,DFHAID,NO,COPY DFHAID.
SRSRSC10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSC10.cbl,76,DFHBMSCA,NO,COPY DFHBMSCA.
SRSRSC10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSC10.cbl,78,SRSMSC,NO,COPY SRSMSC.
SRSRSC10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSC10.cbl,80,SRSTSRSC,NO,COPY SRSTSRSC.
SRSRSC10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSC10.cbl,86,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSRSC10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSC10.cbl,87,SRSCOMS0,NO,COPY SRSCOMS0.
SRSRSC10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSC10.cbl,338,SMASHDIP,NO,COPY SMASHDIP.
SRSRSD00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSD00.cbl,59,SMASHTRC,NO,COPY SMASHTRC.
SRSRSD00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSD00.cbl,62,SMASHDIW,NO,COPY SMASHDIW.
SRSRSD00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSD00.cbl,65,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSRSD00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSD00.cbl,68,SRSMSD,NO,COPY SRSMSD.
SRSRSD00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSD00.cbl,71,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSRSD00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSD00.cbl,72,SRSCOMS0,NO,COPY SRSCOMS0.
SRSRSD00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSD00.cbl,181,SMASHDIP,NO,COPY SMASHDIP.
SRSRSE00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSE00.cbl,66,SMASHTRC,NO,COPY SMASHTRC.
SRSRSE00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSE00.cbl,69,SMASHDIW,NO,COPY SMASHDIW.
SRSRSE00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSE00.cbl,76,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSRSE00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRSE00.cbl,79,SRSWFANO,NO,COPY SRSWFANO.
