program,file,line_start,copybook,has_replacing,statement
SRSTF2,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF2.cbl,113,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTF2,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF2.cbl,120,DFHAID,NO,COPY DFHAID.
SRSTF2,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF2.cbl,140,TRANSACTION,NO,'COPY TRANSACTION('.
SRSTF2,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF2.cbl,184,SRSFFONC,NO,COPY SRSFFONC.
SRSTF2,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF2.cbl,186,SRSWAPPC,NO,COPY SRSWAPPC.
SRSTF2,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF2.cbl,188,SRSFAPPF,YES,COPY SRSFAPPF REPLACING ==:DEPENDING ON FAPPF-NBAPP:== BY == ==.
SRSTF2,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF2.cbl,191,SRSMF2,NO,COPY SRSMF2.
SRSTF2,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF2.cbl,194,SRSCOMIN,NO,COPY SRSCOMIN.
SRSTF2,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF2.cbl,208,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSTF2,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF2.cbl,209,SRSCOMF0,NO,COPY SRSCOMF0.
SRSTF2,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF2.cbl,232,SRSFAPPA,NO,COPY SRSFAPPA.
SRSTF2,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF2.cbl,1629,SMASHDIP,NO,COPY SMASHDIP.
SRSTF3,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF3.cbl,69,SMASHTRC,NO,COPY SMASHTRC.
SRSTF3,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF3.cbl,72,SMASHDIW,NO,COPY SMASHDIW.
SRSTF3,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF3.cbl,76,SRSWFANO,NO,COPY SRSWFANO.
SRSTF3,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF3.cbl,79,SRSMF3,NO,COPY SRSMF3.
SRSTF3,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF3.cbl,82,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTF3,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF3.cbl,85,SRSFAPPD,YES,COPY SRSFAPPD REPLACING ==:DEPENDING ON FAPPD-NBFI:== BY == ==.
SRSTF3,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF3.cbl,89,SRSWFONC,NO,COPY SRSWFONC.
SRSTF3,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF3.cbl,99,DFHAID,NO,COPY DFHAID.
SRSTF3,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF3.cbl,143,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSTF3,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF3.cbl,144,SRSCOMF0,NO,COPY SRSCOMF0.
SRSTF3,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF3.cbl,148,SRSCOMIN,NO,COPY SRSCOMIN.
SRSTF3,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF3.cbl,160,SRSFFONC,NO,COPY SRSFFONC.
SRSTF3,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF3.cbl,859,SMASHDIP,NO,COPY SMASHDIP.
SRSTF4,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF4.cbl,58,SMASHTRC,NO,COPY SMASHTRC.
SRSTF4,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF4.cbl,61,SMASHDIW,NO,COPY SMASHDIW.
SRSTF4,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF4.cbl,64,SRSWFANO,NO,COPY SRSWFANO.
SRSTF4,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF4.cbl,66,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTF4,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF4.cbl,73,DFHAID,NO,COPY DFHAID.
SRSTF4,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF4.cbl,84,SRSMF4,NO,COPY SRSMF4.
SRSTF4,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF4.cbl,87,SRSCOMIN,NO,COPY SRSCOMIN.
SRSTF4,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF4.cbl,101,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSTF4,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF4.cbl,102,SRSCOMF0,NO,COPY SRSCOMF0.
SRSTF4,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF4.cbl,577,SMASHDIP,NO,COPY SMASHDIP.
SRSTF5,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF5.cbl,68,SMASHTRC,NO,COPY SMASHTRC.
SRSTF5,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF5.cbl,71,SMASHDIW,NO,COPY SMASHDIW.
SRSTF5,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF5.cbl,74,SRSWFANO,NO,COPY SRSWFANO.
SRSTF5,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF5.cbl,76,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTF5,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF5.cbl,83,DFHAID,NO,COPY DFHAID.
SRSTF5,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF5.cbl,100,SRSFFIND,NO,COPY SRSFFIND.
SRSTF5,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF5.cbl,102,SRSFFINS,NO,COPY SRSFFINS.
SRSTF5,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF5.cbl,104,SRSMF4,NO,COPY SRSMF4.
SRSTF5,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF5.cbl,143,SRSCOMIN,NO,COPY SRSCOMIN.
SRSTF5,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF5.cbl,157,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSTF5,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF5.cbl,158,SRSCOMF0,NO,COPY SRSCOMF0.
SRSTF5,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF5.cbl,1087,SMASHDIP,NO,COPY SMASHDIP.
SRSTF6,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF6.cbl,71,SMASHTRC,NO,COPY SMASHTRC.
SRSTF6,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF6.cbl,74,SMASHDIW,NO,COPY SMASHDIW.
SRSTF6,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF6.cbl,77,SRSWFANO,NO,COPY SRSWFANO.
SRSTF6,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF6.cbl,79,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTF6,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF6.cbl,86,DFHAID,NO,COPY DFHAID.
SRSTF6,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF6.cbl,118,SRSFFIND,NO,COPY SRSFFIND.
SRSTF6,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF6.cbl,120,SRSFFINS,NO,COPY SRSFFINS.
SRSTF6,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF6.cbl,122,SRSMF4,NO,COPY SRSMF4.
SRSTF6,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF6.cbl,162,SRSCOMIN,NO,COPY SRSCOMIN.
SRSTF6,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF6.cbl,176,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSTF6,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF6.cbl,177,SRSCOMF0,NO,COPY SRSCOMF0.
SRSTF6,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF6.cbl,1425,SMASHDIP,NO,COPY SMASHDIP.
SRSTF7,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF7.cbl,57,SMASHTRC,NO,COPY SMASHTRC.
SRSTF7,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF7.cbl,60,SMASHDIW,NO,COPY SMASHDIW.
SRSTF7,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF7.cbl,63,SRSWFANO,NO,COPY SRSWFANO.
SRSTF7,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF7.cbl,65,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTF7,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF7.cbl,72,DFHAID,NO,COPY DFHAID.
SRSTF7,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF7.cbl,85,SRSFFIND,NO,COPY SRSFFIND.
SRSTF7,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF7.cbl,87,SRSFFINS,NO,COPY SRSFFINS.
SRSTF7,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF7.cbl,89,SRSWFINS,NO,COPY SRSWFINS.
SRSTF7,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF7.cbl,91,SRSMF4,NO,COPY SRSMF4.
SRSTF7,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF7.cbl,99,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSTF7,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF7.cbl,100,SRSCOMF0,NO,COPY SRSCOMF0.
SRSTF7,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF7.cbl,666,SMASHDIP,NO,COPY SMASHDIP.
SRSTF8,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF8.cbl,105,SMASHTRC,NO,COPY SMASHTRC.
SRSTF8,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF8.cbl,108,SMASHDIW,NO,COPY SMASHDIW.
SRSTF8,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF8.cbl,111,SRSWFANO,NO,COPY SRSWFANO.
SRSTF8,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF8.cbl,113,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTF8,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF8.cbl,115,DFHAID,NO,COPY DFHAID.
SRSTF8,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF8.cbl,158,SRSFAPPD,YES,COPY SRSFAPPD REPLACING ==:DEPENDING ON FAPPD-NBFI:== BY == ==.
SRSTF8,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF8.cbl,161,SRSWAPPC,NO,COPY SRSWAPPC.
SRSTF8,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF8.cbl,163,SRSWDIRE,NO,COPY SRSWDIRE.
SRSTF8,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF8.cbl,165,SRSWFINS,NO,COPY SRSWFINS.
SRSTF8,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF8.cbl,167,SRSWFONC,NO,COPY SRSWFONC.
SRSTF8,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF8.cbl,169,SRSWSERV,NO,COPY SRSWSERV.
SRSTF8,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF8.cbl,171,SRSMF8,NO,COPY SRSMF8.
SRSTF8,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF8.cbl,179,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSTF8,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF8.cbl,180,SRSCOMF0,NO,COPY SRSCOMF0.
SRSTF8,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF8.cbl,203,SRSFAPPA,NO,COPY SRSFAPPA.
SRSTF8,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF8.cbl,205,SRSFAPPF,YES,COPY SRSFAPPF REPLACING ==:DEPENDING ON FAPPF-NBAPP:== BY == ==.
SRSTF8,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF8.cbl,208,SRSFDIRE,NO,COPY SRSFDIRE.
SRSTF8,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF8.cbl,210,SRSFFINS,NO,COPY SRSFFINS.
SRSTF8,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF8.cbl,212,SRSFFIND,NO,COPY SRSFFIND.
SRSTF8,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF8.cbl,214,SRSFFONC,NO,COPY SRSFFONC.
SRSTF8,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF8.cbl,216,SRSFSER2,NO,COPY SRSFSER2.
SRSTF8,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF8.cbl,1389,SMASHDIP,NO,COPY SMASHDIP.
SRSTF9,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF9.cbl,52,SMASHTRC,NO,COPY SMASHTRC.
SRSTF9,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF9.cbl,55,SMASHDIW,NO,COPY SMASHDIW.
SRSTF9,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF9.cbl,58,SRSWFANO,NO,COPY SRSWFANO.
SRSTF9,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF9.cbl,60,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTF9,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF9.cbl,67,DFHAID,NO,COPY DFHAID.
SRSTF9,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF9.cbl,69,SRSMF2,NO,COPY SRSMF2.
SRSTF9,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF9.cbl,72,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSTF9,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF9.cbl,73,SRSCOMF0,NO,COPY SRSCOMF0.
SRSTF9,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTF9.cbl,324,SMASHDIP,NO,COPY SMASHDIP.
SRSTFA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTFA.cbl,58,SMASHTRC,NO,COPY SMASHTRC.
SRSTFA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTFA.cbl,61,SMASHDIW,NO,COPY SMASHDIW.
SRSTFA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTFA.cbl,64,SRSWFANO,NO,COPY SRSWFANO.
SRSTFA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTFA.cbl,67,SRSMF3,NO,COPY SRSMF3.
SRSTFA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTFA.cbl,70,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTFA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTFA.cbl,77,DFHAID,NO,COPY DFHAID.
SRSTFA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTFA.cbl,89,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSTFA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTFA.cbl,90,SRSCOMF0,NO,COPY SRSCOMF0.
SRSTFA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTFA.cbl,93,SRSCOMIN,NO,COPY SRSCOMIN.
SRSTFA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTFA.cbl,401,SMASHDIP,NO,COPY SMASHDIP.
SRSTFB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTFB.cbl,53,SMASHTRC,NO,COPY SMASHTRC.
SRSTFB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTFB.cbl,56,SMASHDIW,NO,COPY SMASHDIW.
SRSTFB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTFB.cbl,59,SRSWFANO,NO,COPY SRSWFANO.
SRSTFB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTFB.cbl,61,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTFB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTFB.cbl,67,DFHAID,NO,COPY DFHAID.
SRSTFB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTFB.cbl,69,SRSMF4,NO,COPY SRSMF4.
SRSTFB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTFB.cbl,72,SRSCOMIN,NO,COPY SRSCOMIN.
SRSTFB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTFB.cbl,82,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSTFB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTFB.cbl,83,SRSCOMF0,NO,COPY SRSCOMF0.
SRSTFB,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTFB.cbl,297,SMASHDIP,NO,COPY SMASHDIP.
SRSTIC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTIC.cbl,109,SMASHTRC,NO,COPY SMASHTRC.
SRSTIC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTIC.cbl,112,SMASHDIW,NO,COPY SMASHDIW.
SRSTIC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTIC.cbl,114,SRSWFANO,NO,COPY SRSWFANO.
SRSTIC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTIC.cbl,116,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTIC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTIC.cbl,121,SRSTSRIP,YES,COPY SRSTSRIP REPLACING ==:TSRIP:== BY ==TSRIC==.
SRSTIC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTIC.cbl,122,SRSTSRIP,YES,COPY SRSTSRIP REPLACING ==:TSRIP:== BY ==TSRIP==.
SRSTIC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTIC.cbl,341,SRSFAPPA,NO,COPY SRSFAPPA.
SRSTIC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTIC.cbl,342,SRSFAPPD,YES,COPY SRSFAPPD REPLACING ==:DEPENDING ON FAPPD-NBFI:== BY == ==.
SRSTIC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTIC.cbl,344,SRSFEDIT,NO,COPY SRSFEDIT.
SRSTIC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTIC.cbl,345,SRSFCEDA,NO,COPY SRSFCEDA.
SRSTIC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTIC.cbl,347,SRSFCEDI,NO,COPY SRSFCEDI.
SRSTIC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTIC.cbl,352,SRSCWA,NO,COPY SRSCWA.
SRSTIC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTIC.cbl,354,SRSRTABL,NO,COPY SRSRTABL.
SRSTIC,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTIC.cbl,1739,SMASHDIP,NO,COPY SMASHDIP.
SRSTID,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTID.cbl,62,SMASHTRC,NO,COPY SMASHTRC.
SRSTID,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTID.cbl,65,SMASHDIW,NO,COPY SMASHDIW.
SRSTID,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTID.cbl,68,SRSWFANO,NO,COPY SRSWFANO.
SRSTID,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTID.cbl,70,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTID,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTID.cbl,137,SRSFCEDA,NO,COPY SRSFCEDA.
SRSTID,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTID.cbl,139,SRSFIMPR,YES,COPY SRSFIMPR REPLACING ==:FIMPR:== BY ==FIMPR==.
SRSTID,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTID.cbl,745,SMASHDIP,NO,COPY SMASHDIP.
SRSTIX,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTIX.cbl,62,SMASHTRC,NO,COPY SMASHTRC.
SRSTIX,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTIX.cbl,65,SMASHDIW,NO,COPY SMASHDIW.
SRSTIX,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTIX.cbl,68,SRSWFANO,NO,COPY SRSWFANO.
SRSTIX,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTIX.cbl,70,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTIX,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTIX.cbl,72,SRSFIMPR,YES,COPY SRSFIMPR replacing ==:FIMPR:== by ==FIMPR==.
SRSTIX,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTIX.cbl,243,SMASHDIP,NO,COPY SMASHDIP.
SRSTIY,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTIY.cbl,46,SMASHTRC,NO,COPY SMASHTRC.
SRSTIY,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTIY.cbl,49,SMASHDIW,NO,COPY SMASHDIW.
SRSTIY,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTIY.cbl,65,SMASHDIP,NO,COPY SMASHDIP.
SRSTS1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTS1.cbl,63,SMASHTRC,NO,COPY SMASHTRC.
SRSTS1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTS1.cbl,66,SMASHDIW,NO,COPY SMASHDIW.
SRSTS1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTS1.cbl,69,SRSWFANO,NO,COPY SRSWFANO.
SRSTS1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTS1.cbl,71,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSTS1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTS1.cbl,78,DFHAID,NO,COPY DFHAID.
SRSTS1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTS1.cbl,80,SRSMS1,NO,COPY SRSMS1.
SRSTS1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTS1.cbl,82,SRSWSERV,NO,COPY SRSWSERV.
SRSTS1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTS1.cbl,85,SRSCOMIN,NO,COPY SRSCOMIN.
SRSTS1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSTS1.cbl,86,SRSCOMIL,NO,COPY SRSCOMIL.
